X,var,Estimate,Std..Error,t.value,Pr...t..,Dependent,Independent,AGM,Data,Type,BRAND,STRATEGIC.PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,spend_1Year,spend_3Year,fname,Dependent_Variable,Dependent_Demography,Dependent_Metric
11,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,1.244457312,0.442915578,2.809694157,0.00567439,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,QUEENSLAND - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,6715.846918,77404.1285,model_summary_QUEENSLAND - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
12,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD,1.55534181,0.873428421,1.780731853,0.077140568,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD_50_70_0,QUEENSLAND - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,76145.36854,96084.00186,model_summary_QUEENSLAND - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
13,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,1.639792002,0.660359141,2.483182105,0.014210897,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_10_70_0,QUEENSLAND - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,59668.17405,236645.7481,model_summary_QUEENSLAND - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
1,(Intercept),2210.838795,70.59801412,31.31587797,3.11E-63,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73703.2208,104376.6647,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
2,CRL_CMP_O20_XXX_XXX_RMC_NAT_PRE_CMB_MPS_AUD,-2.242226339,1.329157998,-1.686952449,0.093956606,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_O20_XXX_XXX_RMC_NAT_PRE_CMB_MPS_AUD_80_80_2,QUEENSLAND - REGIONAL,Control,Competitor Media,Woolworths,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Metropolitan Press,Spend,28239.76387,9666.99152,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
3,DUMMY_CRH_CON_ACT_110113_110113_SPK_BPB_REG,706.5100212,164.9190949,4.283979497,3.49E-05,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_110113_110113_SPK_BPB_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21074.69196,3328.670689,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
4,DUMMY_CRH_CON_ACT_230813_041225_STR_BPB_REG,-907.7984225,73.79033643,-12.30240254,1.07E-23,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_230813_041225_STR_BPB_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69638.88639,234144.9887,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
5,DUMMY_CRH_CON_ACT_261214_261214_SEA_BPB_REG,-215.888059,224.7859694,-0.960416077,0.338588617,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SEA_BPB_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20099.32211,287772.6433,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
6,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,895.2976859,155.0689071,5.773547403,5.21E-08,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,QUEENSLAND - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52677.01154,116018.4804,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
7,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_UPR_NEG_RAT,-1.116336541,0.717473813,-1.55592653,0.122101964,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_UPR_NEG_RAT,QUEENSLAND - REGIONAL,Control,Macroeconomic,XXX,Unknown,XXX,XXX,NATIONAL,XXX,UNEMPLOYMENT RATE LOOKED FOR FULL-TIME WORK,NEGATIVE,RATE,36024.4551,101747.4132,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
8,LOC_BTL_OWN_XXX_BPB_MES_101_FNB_CRH_DML_VOL,1.726569948,0.885100607,1.950704739,0.053194923,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_MES_101_FNB_CRH_DML_VOL_70_40_3,QUEENSLAND - REGIONAL,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,FIXED AND BUNDLES,CONSUMER CRM - AT HOME,Direct Mail,VOLUME,12906.5715,15233.01057,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
9,LOC_BTL_OWN_XXX_BPB_MES_101_PPD_CRM_EML_VOL,2.511637332,1.269536737,1.978388856,0.049951204,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_MES_101_PPD_CRM_EML_VOL_10_80_2,QUEENSLAND - REGIONAL,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,9423.933572,115770.1485,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
10,LOC_BTL_OWN_XXX_BPB_RMC_MUL_ADV_ENG_EML_VOL,1.918335211,0.884251169,2.169446058,0.03182627,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_RMC_MUL_ADV_ENG_EML_VOL_10_70_1,QUEENSLAND - REGIONAL,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,RETAIL MARKETING - CONSUMER,MULTIPLE,ADVOCACY,CONSUMER - ENGAGEMENT,Email,VOLUME,35408.3555,235408.0164,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
11,LOC_RTL_OWN_XXX_XXX_RMC_G35_CLM_RIS_LLS_AUD,2.272310614,1.242335462,1.829063633,0.069630124,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_RTL_OWN_XXX_XXX_RMC_G35_CLM_RIS_LLS_AUD_80_80_3,QUEENSLAND - REGIONAL,LOC,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15/16 MARKETING HUB TEMPLATES,CONSUMER LAM,Retail Channel Marketing,LAM LICENSEE SPEND ON HUB TEMPLATES,SPEND,75589.69261,120157.636,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
12,LOC_TRA_TTL_XXX_XXX_BRD_N75_OTH_BDM_TVC_GRP,1.353959976,1.159139328,1.168073538,0.244866717,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_BRD_N75_OTH_BDM_TVC_GRP_80_30_0,QUEENSLAND - REGIONAL,LOC,Traditional Media,Total,Unknown,UNKNOWN,BRAND,Q3 CUST SVC LVL 2 MANIFESTO,OTHER,BRAND DEVELOPMENT,TV-FREE TO AIR,GRP/TARP,22813.35028,56446.17341,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
13,LOC_TRA_TTL_XXX_XXX_BRD_N84_OTH_BDM_TVC_GRP,3.62763363,1.431478827,2.53418602,0.012430382,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_BRD_N84_OTH_BDM_TVC_GRP_80_30_0,QUEENSLAND - REGIONAL,LOC,Traditional Media,Total,Unknown,UNKNOWN,BRAND,NONE,OTHER,BRAND DEVELOPMENT,TV-FREE TO AIR,GRP/TARP,16037.16057,62783.42774,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
14,LOC_TRA_TTL_XXX_XXX_RMC_N94_PRE_CMB_TVC_GRP,2.697206578,0.912679352,2.955261969,0.003696454,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_N94_PRE_CMB_TVC_GRP_10_70_3,QUEENSLAND - REGIONAL,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-FREE TO AIR,GRP/TARP,19319.31568,44768.98205,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
15,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP,6.639668311,1.501214847,4.422863471,2.01E-05,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP_60_30_1,QUEENSLAND - REGIONAL,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,LOYALTY,APPLE - DEVICES,CONSUMER - COMMITTED MARKETING FUNDS,TV-FREE TO AIR,GRP/TARP,5522.007272,87209.17012,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
16,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_MDS_CLK,1.030527168,0.715170591,1.440952943,0.151948142,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_MDS_CLK_10_80_0,QUEENSLAND - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 AFL LIVE PASS,ENGAGEMENT,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,88416.77609,204038.0543,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
17,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,1.077327593,1.054402417,1.02174234,0.308757762,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_10_80_0,QUEENSLAND - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,65534.97962,56052.69758,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
18,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,1.365800038,1.077506615,1.267556058,0.207171284,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_70_60_3,QUEENSLAND - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,10786.32496,176499.0563,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
19,NAT_TRA_XXX_XXX_XXX_RMC_P69_PRE_CMB_ODR_AUD,5.770239271,0.759372897,7.598690039,4.77E-12,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_P69_PRE_CMB_ODR_AUD_60_30_2,QUEENSLAND - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 CHRISTMAS,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,35964.62817,139817.1227,model_summary_QUEENSLAND - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
1,(Intercept),573.2112917,45.72428798,12.53625408,2.76E-24,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4037.54242,13401.25524,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
2,(Intercept),23.39086875,3.071385996,7.615737253,2.73E-12,PFM_BHL_OWN_XXX_BPB_CON_NAT_XXX_CON_CMU_PCT,(Intercept),SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88038.23555,247993.2734,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
3,CRL_CMP_194_XXX_XXX_RMC_NAT_PRE_CMB_MPS_AUD,-0.384002623,0.389426183,-0.986072945,0.325887792,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_194_XXX_XXX_RMC_NAT_PRE_CMB_MPS_AUD_10_80_2,SOUTH AUSTRALIA - METRO,Control,Competitor Media,Lycamobile,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Metropolitan Press,Spend,21189.97812,138883.6122,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
4,DUMMY_CRH_CON_ACT_130913_041215_STR_BPB_REG,-180.6558912,32.76830136,-5.51312957,1.77E-07,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_130913_041215_STR_BPB_REG,SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45167.55112,82805.03293,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
5,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,156.269178,48.25141119,3.238644719,0.001516779,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_BPB_REG,SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10270.18979,214531.5289,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
6,DUMMY_CRH_CON_ACT_300813_300813_SPK_BPB_REG,140.5445289,71.02423071,1.978825079,0.049901465,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_300813_300813_SPK_BPB_REG,SOUTH AUSTRALIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75699.02653,15643.07564,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
7,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_CPI_NEG_IDX,-1.642186387,0.564173509,-2.910782521,0.004228333,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,ECO_MCR_XXX_XXX_XXX_XXX_NAT_XXX_CPI_NEG_IDX,SOUTH AUSTRALIA - METRO,Control,Macroeconomic,XXX,Unknown,XXX,XXX,NATIONAL,XXX,ALL GROUPS CPI ,NEGATIVE,INDEX NUMBERS,37352.68759,222269.5548,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
8,LOC_BTL_OWN_XXX_BPB_MES_101_FNB_CRH_DML_VOL,0.85491126,0.677988764,1.260951959,0.2095336,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_MES_101_FNB_CRH_DML_VOL_10_80_0,SOUTH AUSTRALIA - METRO,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,FIXED AND BUNDLES,CONSUMER CRM - AT HOME,Direct Mail,VOLUME,54316.34985,103277.1567,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
9,LOC_BTL_OWN_XXX_BPB_MES_101_PPD_CRM_EML_VOL,3.343847738,0.59860183,5.586096748,1.06E-07,PFM_BHL_OWN_XXX_BPB_CON_NAT_XXX_CON_CMU_PCT,LOC_BTL_OWN_XXX_BPB_MES_101_PPD_CRM_EML_VOL_80_80_0,SOUTH AUSTRALIA - METRO,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,63824.78354,1506.152456,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
10,LOC_BTL_OWN_XXX_BPB_MES_101_PPD_CRM_EML_VOL,6.432611465,1.590242391,4.045050932,8.82E-05,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_MES_101_PPD_CRM_EML_VOL_80_80_0,SOUTH AUSTRALIA - METRO,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,71266.55655,252776.9531,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
11,LOC_BTL_OWN_XXX_BPB_MES_MUL_PPM_CRM_EML_VOL,0.413595242,0.241420443,1.713174067,0.089010563,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_BPB_MES_MUL_PPM_CRM_EML_VOL_20_30_3,SOUTH AUSTRALIA - METRO,LOC,BTL  ,XXXX,Unknown,BOOMERS+PRE-BOOMERS,MARKETING ENABLEMENT,MULTIPLE,POSTPAID MBB (INCL. TABLETS),CONSUMER CRM - MOBILITY,Email,VOLUME,7893.240985,259680.7549,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
12,LOC_RTL_OWN_XXX_XXX_RMC_G34_CLM_RIS_LLS_AUD,0.831573804,0.690849329,1.20369778,0.230844435,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_RTL_OWN_XXX_XXX_RMC_G34_CLM_RIS_LLS_AUD_10_80_0,SOUTH AUSTRALIA - METRO,LOC,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY14/15 CHANNEL MARKETING HUB TEMPLATES,CONSUMER LAM,Retail Channel Marketing,LAM LICENSEE SPEND ON HUB TEMPLATES,SPEND,23973.04042,289643.0602,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
13,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP,0.746870818,0.366424823,2.0382648,0.043505648,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_Q99_APD_CMF_TVC_GRP_70_30_0,SOUTH AUSTRALIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,LOYALTY,APPLE - DEVICES,CONSUMER - COMMITTED MARKETING FUNDS,TV-FREE TO AIR,GRP/TARP,38375.56123,275106.9372,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
14,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD,0.623442888,0.511315984,1.219290825,0.224891813,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD_70_80_1,SOUTH AUSTRALIA - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,14064.08531,134884.681,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
15,NAT_DIG_XXX_XXX_XXX_DIG_M19_ENG_CDM_MDS_CLK,0.615073387,0.405961728,1.515101906,0.132119609,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M19_ENG_CDM_MDS_CLK_10_80_0,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 NRL DIGITAL PASS,ENGAGEMENT,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,99890.44433,196953.1782,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
16,NAT_DIG_XXX_XXX_XXX_DIG_N09_MOB_CDM_DSR_CLK,0.68421496,0.541482274,1.263596231,0.208585374,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N09_MOB_CDM_DSR_CLK_80_40_0,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID BROADBAND - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,52864.72954,77569.01061,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
17,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,0.696252564,0.378907395,1.837526989,0.06836395,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_30_80_0,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,44097.77906,245008.8213,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_BPB_CON_LOC_XXX_XXX_CRH_ACT,BPB,ACT
