Variable,L_DATA,L_TYPE,L_BRAND,L_STRATEGIC PILLAR,L_DEMOGRAPHIC,L_MARKETINGSEGMENT,L_CAMPAIGN,L_PROGRAM,L_PROGRAMCATEGORY,L_ACTIVITY,L_METRIC,Data,Type,BRAND,STRATEGIC PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,var_wo_metric, spend 1 yr , spend 3 yrs ,APL,sign,Priority
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_DSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,DSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,DESKTOP SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_DSR,833718.2077,2829730.324,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_DSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,DSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,DESKTOP SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_DSR,402392.3346,2193027.357,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_DSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,DSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,DESKTOP SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_DSR,713845.1983,2106512.398,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MDS_AUD,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,MDS,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,MOBILE DISPLAY,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MDS,818870.0167,56528.56277,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MDS_CLK,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,MDS,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,MOBILE DISPLAY,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MDS,377870.8513,2901637.779,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MDS_IMP,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,MDS,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,MOBILE DISPLAY,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MDS,891406.1539,88624.68706,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,MSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,MOBILE SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MSR,909206.2292,223888.3056,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,MSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,MOBILE SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MSR,461309.419,27643.00837,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,MUL,OTH,DEM,MSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,OTHER,DIGITAL ENABLEMENT,MOBILE SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_OTH_DEM_MSR,413260.2751,555226.8998,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_ADD_AUD,NAT,DIG,XXX,XXX,XXX,DIG,MUL,SMR,BDT,ADD,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,SOLUTIONS MARKETING,BUSINESS - DIGITAL MARKETING,DESKTOP DISPLAY,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_ADD,371504.9476,1409503.936,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_ADD_CLK,NAT,DIG,XXX,XXX,XXX,DIG,MUL,SMR,BDT,ADD,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,SOLUTIONS MARKETING,BUSINESS - DIGITAL MARKETING,DESKTOP DISPLAY,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_ADD,14000.76855,1288153.833,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_ADD_IMP,NAT,DIG,XXX,XXX,XXX,DIG,MUL,SMR,BDT,ADD,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,SOLUTIONS MARKETING,BUSINESS - DIGITAL MARKETING,DESKTOP DISPLAY,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_ADD,732712.8292,20647.82677,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_MDS_AUD,NAT,DIG,XXX,XXX,XXX,DIG,MUL,SMR,BDT,MDS,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,SOLUTIONS MARKETING,BUSINESS - DIGITAL MARKETING,MOBILE DISPLAY,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_MDS,197574.6791,2898396.37,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_MDS_CLK,NAT,DIG,XXX,XXX,XXX,DIG,MUL,SMR,BDT,MDS,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,SOLUTIONS MARKETING,BUSINESS - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_MDS,262936.5318,1189282.856,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_MDS_IMP,NAT,DIG,XXX,XXX,XXX,DIG,MUL,SMR,BDT,MDS,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,SOLUTIONS MARKETING,BUSINESS - DIGITAL MARKETING,MOBILE DISPLAY,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_SMR_BDT_MDS,357362.7502,1276276.506,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_ADD_AUD,NAT,DIG,XXX,XXX,XXX,DIG,MUL,WTL,DBR,ADD,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,WHY XXXX,DIGITAL BRAND,DESKTOP DISPLAY,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_ADD,365579.9663,447639.8883,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_ADD_CLK,NAT,DIG,XXX,XXX,XXX,DIG,MUL,WTL,DBR,ADD,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,WHY XXXX,DIGITAL BRAND,DESKTOP DISPLAY,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_ADD,53934.2345,2653450.334,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_ADD_IMP,NAT,DIG,XXX,XXX,XXX,DIG,MUL,WTL,DBR,ADD,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,WHY XXXX,DIGITAL BRAND,DESKTOP DISPLAY,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_ADD,835499.7131,1847402.918,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_MDS_AUD,NAT,DIG,XXX,XXX,XXX,DIG,MUL,WTL,DBR,MDS,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,WHY XXXX,DIGITAL BRAND,MOBILE DISPLAY,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_MDS,921056.3704,221127.1211,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_MDS_CLK,NAT,DIG,XXX,XXX,XXX,DIG,MUL,WTL,DBR,MDS,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,WHY XXXX,DIGITAL BRAND,MOBILE DISPLAY,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_MDS,686260.4258,1548002.14,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_MDS_IMP,NAT,DIG,XXX,XXX,XXX,DIG,MUL,WTL,DBR,MDS,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,WHY XXXX,DIGITAL BRAND,MOBILE DISPLAY,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_MUL_WTL_DBR_MDS,635334.2429,1296198.596,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_DSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N01,AHM,CDM,DSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - FOXTEL - DSK,AT HOME,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_DSR,186432.0223,2442383.142,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_DSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N01,AHM,CDM,DSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - FOXTEL - DSK,AT HOME,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_DSR,345706.6436,832209.2256,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_DSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N01,AHM,CDM,DSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - FOXTEL - DSK,AT HOME,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_DSR,875680.048,875915.6095,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_MSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N01,AHM,CDM,MSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - FOXTEL - DSK,AT HOME,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_MSR,345502.3266,368611.9079,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_MSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N01,AHM,CDM,MSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - FOXTEL - DSK,AT HOME,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_MSR,431728.961,1537696.948,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_MSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N01,AHM,CDM,MSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - FOXTEL - DSK,AT HOME,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N01_AHM_CDM_MSR,286421.2089,116632.5549,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_DSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N02,MOB,CDM,DSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - MIDS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_DSR,266996.0695,2619692.785,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_DSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N02,MOB,CDM,DSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - MIDS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_DSR,953025.0721,539121.8061,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_DSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N02,MOB,CDM,DSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - MIDS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_DSR,266824.4184,645386.1119,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_MSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N02,MOB,CDM,MSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - MIDS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_MSR,378206.7144,766929.0525,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_MSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N02,MOB,CDM,MSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - MIDS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_MSR,381378.271,1577056.903,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_MSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N02,MOB,CDM,MSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - MIDS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N02_MOB_CDM_MSR,747758.5599,389420.2465,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_DSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N04,NBN,CDM,DSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - NBN - DSK,NBN,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_DSR,491385.9916,838688.3645,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_DSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N04,NBN,CDM,DSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - NBN - DSK,NBN,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_DSR,445082.3814,594786.4444,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_DSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N04,NBN,CDM,DSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - NBN - DSK,NBN,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_DSR,964932.4897,889749.1264,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_MSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N04,NBN,CDM,MSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - NBN - DSK,NBN,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_MSR,597083.0788,30437.03026,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_MSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N04,NBN,CDM,MSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - NBN - DSK,NBN,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_MSR,583182.7092,352974.1769,Yes,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_MSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N04,NBN,CDM,MSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - NBN - DSK,NBN,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N04_NBN_CDM_MSR,825553.8141,1057996.086,No,POS,100
NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_DSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N05,MOB,CDM,DSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_DSR,363147.0841,2503091.831,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_DSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N05,MOB,CDM,DSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_DSR,431991.9856,1876739.007,Yes,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_DSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N05,MOB,CDM,DSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_DSR,556102.053,281422.3743,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_MSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N05,MOB,CDM,MSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_MSR,991663.894,1170368.429,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_MSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N05,MOB,CDM,MSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_MSR,532988.9787,2805507.003,Yes,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_MSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N05,MOB,CDM,MSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N05_MOB_CDM_MSR,306856.2888,1484751.882,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N06,MOB,CDM,DSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR,365625.1976,1696003.332,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N06,MOB,CDM,DSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR,328046.7878,1008708.061,Yes,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N06,MOB,CDM,DSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_DSR,1956.08321,2308136.055,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N06,MOB,CDM,MSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR,993234.705,1081564.097,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N06,MOB,CDM,MSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR,527133.1773,1151751.633,Yes,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N06,MOB,CDM,MSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR,521940.7997,1931288.203,No,POS,2
NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_DSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N07,MOB,CDM,DSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_DSR,557228.3357,1905887.957,No,POS,1
NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_DSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N07,MOB,CDM,DSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_DSR,32973.05874,1025618.814,Yes,POS,1
NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_DSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N07,MOB,CDM,DSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_DSR,525174.7026,1193571.576,No,POS,1
NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_MSR_AUD,NAT,DIG,XXX,XXX,XXX,DIG,N07,MOB,CDM,MSR,AUD,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,SPEND,NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_MSR,884354.747,2293369.565,No,POS,1
NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_MSR_CLK,NAT,DIG,XXX,XXX,XXX,DIG,N07,MOB,CDM,MSR,CLK,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_MSR,203699.7747,2897436.896,Yes,POS,1
NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_MSR_IMP,NAT,DIG,XXX,XXX,XXX,DIG,N07,MOB,CDM,MSR,IMP,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,IMPRESSIONS,NAT_DIG_XXX_XXX_XXX_DIG_N07_MOB_CDM_MSR,400465.2231,2752522.693,No,POS,1
